Price,Beds,Bath,Sqft,Address,City,State,Zip,Description
"$117,000 ",3bd,2ba,"1,325 sqft",3908 SE 24th St,Oklahoma City,OK,73115,"Welcome home to this adorable bungalow style home with convenient access to all amenities! As you approach you are greeted with cute and cozy vibes! Entrance instantly boasts come on in and you are met with a dedicated entry led into a massive living space. Through the living room just into the oversized kitchen loaded with cabinetry, center island and plenty of space for any activity! Master bedroom is nearby with space and comfort! Guest beds with fresh carpet and ample design opportunities! The half converted garage grants extra room without sacrificing storage! The back patio and outdoor oasis are perfect for morning coffee or evening wind downs!"
"$148,900 ",3bd,1ba,"1,065 sqft (on 0.26 acres)",4621 SE 25th St,Oklahoma City,OK,73115,"Move in ready home in Del City! This property features 3 beds/1baths & many upgrades including new painting In & Out, new texture, refurbished wood floors, new windows, new trim. Kitchen is the right size and has new cabinetry with quarts countertops , new backsplash, tile and SS appliances. The location is great, just a few minutes walking to schools, close to shopping and Tinker Air. Don't miss this cute house under 150K. Call today to schedule a showing!!!!"
"$190,000 ",3bd,1ba,"1,073 sqft",426 NW 50th St,Oklahoma City,OK,73118,"Beautifully remodeled home in the coveted Edgemere Terrace addition near everything you can imagine! Minutes from Midtown, the Paseo, and Downtown. Walking distance from a great park and walking trails. The home has recently been completely renovated from the roof, windows and updated plumbing to the refinished hardwood floors in the living room, hallway, and bedrooms with the new designer tile in the kitchen and bathroom. Brand new custom built kitchen cabinets with granite and stainless steel appliances. The spacious living room connects to the kitchen by a beautiful bar top, with seating, making this a great home to entertain or just enjoy a night in. Each room has tons of space with great sized closets. The bathroom has been remodeled from top to bottom. The backyard is loaded with trees for privacy and a great detached garage for cars or storage. Included with the home is a recently installed fridge and stackable washer and dryer."
"$249,000 ",2bd,2ba,"1,378 sqft",1008 NW 49th St,Oklahoma City,OK,73118,"Charming Douglas Park gem in the heart of the Urban Core! This home has quick access to Classen Curve, Western Avenue, Uptown, Midtown and highways. Large corner lot with lots of great updates and character. Enjoy the wood floors and abundance of natural light throughout. Bonus room attached to upstairs bedroom has a 1/2 bath and would make a great office, gym, game or hobby room. Great proximity to Douglas Park! Furniture can be included."
"$259,900 ",3bd,2ba,"1,748 sqft",1508 NW 32nd St,Oklahoma City,OK,73118,"Darling 1918 updated bungalow in Military Park! Walk to the large covered front porch and step into the open layout as the living, dining and kitchen flows together. Note the refinished hardwoods in your living areas and bedrooms. Enjoy tons of natural light through elevated ceilings, large living spaces and the 2017 replaced windows. Kitchen boasts painted cabinetry and stained wood accents, granite countertops, subway tile backsplash, stainless appliances with 5-burner gas range. Hosting for dinner is easy in the large dining room featuring a mock brick fireplace with recovered wood mantle. Each spacious bedroom offers large closets, with the primary bedroom offering a rare walk-in closet and bonus work from home space or workshop. Bathrooms feature updated vanities and subway tile surround. Oversized utility room with custom W/D encasement. Enjoy a cup of coffee or a glass of wine on the covered back patio. Convenient location to the Asian District, Western Ave, Paseo & Uptown 23rd!"
"$318,900 ",4bd,2ba,"1,858 sqft",609 NW 36th Ter,Oklahoma City,OK,73118,"Remodeled and in Crown Heights for under $320K--under comps at $172/sq ft! A wonderful front porch leads to your move-in ready home. First you will see the spacious and bright living room with wood floors and crown molding. Next, the flex room--ideal as a formal dining or second living area. It also has wood flooring. Next, the kitchen--updated with granite, white cabinetry, brushed nickel pulls/knobs, and stainless appliances (including a gas stove!). Your new home features four true bedrooms, including a huge (19x13) master with walk-in shower and walk-in closet. The guest bath has retro tile and an updated vanity. Newer windows (for energy efficiency) and some new interior/exterior paint. Laundry room is oversized and has storage cabinets galore! Two miles to Penn Square mall area, one mile to Paseo District, two miles to Plaza District, three miles to Bricktown, one mile to I-235, and two blocks to Crown Heights Park! Garage is being sold 'as is.'"
"$338,500 ",3bd,2ba,"1,730 sqft",1909 NW 56th Ter,Oklahoma City,OK,73118,"Beautifully updated home, stunning living room with travertine surround and gas fireplace with logs, formal dining with Pella doors out to attractively landscaped and manicured grounds with multiple sitting areas and lovely plantings. Stamped concrete patio and cedar pergola. Perfect floorplan for entertaining. Sitting area with granite bar in the kitchen. The attractive study has an outside entrance to another sitting area and was formerly the third bedroom. Wall can easily be installed if three bedrooms are desired. It is currently a two bedroom with study. A very special home in a convenient fabulous location. This home awarded Yard of the Month three times. Come see. Buyer to verify all information."
"$449,900 ",4bd,3ba,"4,300 sqft (on 0.27 acres)",1501 NW 38th St,Oklahoma City,OK,73118,"Beautiful home on an oversized lot with an in-ground pool. This home was built in 1909 and was once a duplex. The front stairs can be accessed by a second front door or by walking through a closet. The back stairs are accessible through a second back door. The basement is 22x20 and is not included in the square footage. The first level includes the living room, formal dining, kitchen with an eating space, library, 2 bedrooms, a full bath, a half bath, and laundry room. The second level includes a large bonus room, an office, a sunroom, 2 bedrooms, a full bath, a dining area with a hutch, a kitchenette, a laundry room, and a 9x7 walk in closet in the hallway. All bedrooms have walk in closets with built in dressers."
"$324,500 ",2bd,1ba,"1,260 sqft",3114 N Hudson Ave,Oklahoma City,OK,73118,"This beautiful, historic home is celebrating its 92nd birthday with a great balance of updates, preservation and a low-maintenance, sustainable outdoors. This home is truly an indoor + outdoor living space. The front ""yard"" has been converted to a stone patio in the shape of O-K-L-A-H-O-M-A! No mowing needed--ever. The back yard boasts cedar raised beds , complete with organic soil and compost for your outdoor gardening needs. There is also a 300+ sqft ,detached building in the back that can be converted to a garage, used as an office, bonus room, indoor plants etc. The house sits in the middle of the urban core with immediate access to Paseo arts district, Classen Ave, Uptown 23rd district and the Tower theater. Plenty of local restaurants and bars are in the area. 5 great city parks are within 20 blocks or less!"
"$344,900 ",3bd,2ba,"2,279 sqft",713 NW 33rd St,Oklahoma City,OK,73118,"Location!Location!Location!Nestled in the central heart of OKC.Close to dining,shopping & entertainment districts.Enjoy urban living in this delightful classic craftsman bungalow.Look at this curb appeal & big front porch.This 3 bed plus office,2 bath charmer is ready to make it your own.Open floorplan is inviting & functional.Living room has beautiful fireplace.French doors lead to spacious study(could be a bedroom).Master bedroom has adjacent bath.Secondary bed is big.Upstairs has another bath,2 large walk-in closets & huge bedroom that could be made into 2 additional bedrooms.This home offers an updated kitchen w/granite,flooring,stainless steel appliances.You will be impressed with the abundance of windows & all the natural light.Hardwood floors.Bonus room by utility.Big inside utility & basement.Newer windows.Fresh exterior & interior paint.New doors & light fixtures.2 HVAC's.Step outside to your own private oasis fenced big backyard.Detached 2 car garage.Come check out this gem!"
"$335,900 ",4bd,2ba,"2,322 sqft",1141 NW 34th St,Oklahoma City,OK,73118,"Beautiful century-old home in the Urban Core backing to Memorial park with historic charm that has been restored and includes a 440 sf guest house or Air BNB (not included in the square foot) which is fully equipped with kitchen, bath, bedroom, living space. You are welcomed by the large inviting wood porch to the beautifully refinished wood floors throughout. Front and back staircase to the second level. Lots of history and charm to this beautiful home. Lots of recent repairs/maintenance complete so ready for you to make yours! The park has splash pad, swings, trails."
"$335,000 ",3bd,2ba,"1,690 sqft",1112 NW 34th St,Oklahoma City,OK,73118,"HELLO SUNSHINE!!! Welcome home! Come find your forever home at this beautiful, cozy, cottage feel bungalow! Enjoy the amazing front porch on a porch swing hanging out with family and friends, walk inside to a stunning kitchen, amazing bathrooms, open floor plan for entertaining, downstairs master bedroom, 2 additional bedrooms upstairs, utility room off master bedroom, gleaming hardwood floors throughout, great basement for storage or storms, and then walk outside to a wonderful backyard with trees, a fire pit, storage building, and great yard, and the list goes on and on! You will love the location, and the neighbors! You don't want to miss this one! This would make the perfect Christmas present for yourself or your family!!"
"$174,900 ",3bd,2ba,"1,772 sqft",2947 SW 55th St,Oklahoma City,OK,73119,"MOVE IN READY!! This home has been COMPLETELY updated; from fresh paint and new carpet, to new cabinet hardware and appliances, and is ready for new a owner! This house could easily become a 4 bedroom home with the second living area already having a door and closet! Being located close to I-44 and I-240, any commute within the OKC Metro will be an easy one. Close to shopping, schools, dining, and so much more; you won't want to miss out on this one!"
"$127,000 ",3bd,1ba,966 sqft,3200 SW 38th St,Oklahoma City,OK,73119,"Newly renovated home with lots of upgrades. Home has a new roof, HVAC, and hot water heater installed less than 1 year ago. Home has all new paint and Original wood floors. New carpet in master bedroom. Kitchen has been remodeled with marble counter top and a new range. Bathroom has been completely remodeled. Huge back yard. Close to I 44 for easy commute."
"$99,900 ",3bd,1ba,"1,008 sqft",3001 SW 40th St,Oklahoma City,OK,73119,"Cute Bungalow Style, Investment Property or First Time Home With 3 Bedroom, 1Bath, Tiled Flooring In The Living, Kitchen And Bathroom, Carpet In The Bedrooms, 1 Car Garage, Back Yard Access Corner Lot. Conveniently Located Near I-44, Minutes Away From Amazon, Hobby Lobby, Come See It Before It's Gone!! Property Appraised for FHA Loan As-Is."
"$98,500 ",3bd,1ba,"1,047 sqft",1512 SW 44th St,Oklahoma City,OK,73119,"This 3 Bed, 1 Bath home is centrally located, and could be either the perfect investment property or could go Commercial! It would be a great location to start a small business because of the frontage. It has a New Cedar backsplash in the bathroom, New wood-like laminate flooring within the kitchen, and New paint and carpet throughout! This home also has very nice size backyard. Easy to show!"
"$149,900 ",3bd,1ba,"1,038 sqft",4021 S Drexel Ave,Oklahoma City,OK,73119,"Come Take A Look At This Super Cute Stater Home, Some Of The New Upgrades Are New Windows, Refinished, New Paint Inside And Out, New Central Heating & Air, Remodeled Bathroom and Freshly Refinished Original Harwood Flooring, Granite Countertops and All Appliances Stay. This House Sits In A Corner Lot With Backyard Access, And It Has An Oversized Detached Garage, Come See This Super Cute Home Before It's Gone!!"
"$65,000 ",2bd,1ba,927 sqft,3632 SW 40th St,Oklahoma City,OK,73119,"Calling all investors! This cash flowing rental is perfect for your portfolio! Check out this two bedroom, one bathroom bungalow is south OKC. Lots of potential and great bones. Has central HVAC, one car garage space, and fenced backyard. Convenient location with easy highway access and proximity to the airport. Has a long term tenant in place at $610/month on a month to month lease."
"$126,500 ",3bd,1ba,889 sqft,5215 S Land Ave,Oklahoma City,OK,73119,"This home is 889 square feet and features 3 bedrooms and 1 bathroom with a 1 car garage. Many upgrades have been made to the interior and exterior including recently installed granite countertops, faucets and undermount sink in the kitchen plus freshly painted kitchen cabinets. All fresh interior paint with recently replaced doors, handles, lights and blinds. Updated tile in the bathroom. Refinished beautiful hardwood floors and the interior is very clean. The garage door and roof have been recently replaced. The home has a fenced backyard in a friendly neighborhood. In-ground storm shelter. Easy access to I-240 and I-44. Perfect for a first-time home buyer or investor. Book your showing today; this one will not last long!"
"$84,000 ",2bd,1ba,712 sqft,2301 SW 35th St,Oklahoma City,OK,73119,
"$149,900 ",3bd,2ba,"1,107 sqft",2804 SW 54th St,Oklahoma City,OK,73119,"This cozy 3 bedroom home is close to major highways in close proximity to an abundance of restaurants and shopping. The home has been owned and occupied by the same family since original purchase. The house features newly refinished original hardwood floors, his and hers closets in the master, a roof less than 5 years old, a covered front porch, double car garage with safe room and combination lock vault, a two-car car port, and a fully gated backyard with a concrete patio and recently installed side privacy fence and gate. The 12 x 16 workshop includes 2nd level storage, a workbench, auto heat system and its own electrical panel. The house is equipped with an alarm system including motion lights surrounding the house. The refrigerator is staying with the property. Realtor is related to the seller. Open house 11/21/21 2-4pm"
"$80,000 ",2bd,1ba,690 sqft,2505 SW 43rd St,Oklahoma City,OK,73119,Investor Special***** This super cute bungalow was rehabbed in 2018. 2BED 1BATH and is currently rented.
"$375,000 ",3bd,2ba,"2,200 sqft (on 2.07 acres)",4629 E Wilshire Blvd,Oklahoma City,OK,73121,This is a one of a kind property. Placed perfectly in the woods. This home has endless possibilities. Spacious open floor plan with 3 beds 2 baths. Bonus living or office space. 320sq' deck. Detached 2 car garage. Detached 24x24 building with Heat and Air. New Ext/Int paint and well pump. Very private acreage with mature trees. This home is being sold with 4631 E. Wilshire.
"$105,000 ",3bd,1ba,732 sqft,300 S Matthews Pl,Oklahoma City,OK,73115,"Opportunity lies ahead with a great starter home or turn key investment property! 3/1 completely updated corner lot home with a fully fenced backyard. Purchase with peace of mind- new roof, new exterior, new deck, new paint, designer kitchen, bath and more! Hurry now, this one will not last!"
"$150,000 ",3bd,1ba,"1,300 sqft (on 3.43 acres)",301 S Branch St,Del City,OK,73115,"This home in Del City is awaiting its newest owner and that could be you! With so much potential this home is awaiting your personal touch and style! Easy access to I-40 and I-35 to jet around the city, and several shopping outlets, restaurants, and entertainment. You won't want to miss your chance to make this home yours!"
"$199,000 ",3bd,2ba,"1,571 sqft (on 0.56 acres)",340 S Sunnylane Rd,Oklahoma City,OK,73115,"Location, location, location! Don't miss this STUNNING top-to-bottom remodeled home that sits on OVER HALF AN ACRE on a corner lot!! Amazing attention to detail! Close to all the up and coming shopping in Midwest City, Tinker AFB, and also a quick jump onto the major highways. Enjoy this open floor plan PLUS a large bonus room that could easily be used as a 4th bedroom or extra living space. New double paned windows, wood-look tile and carpet flooring throughout the entire home, quartz countertops, new cabinetry, high efficiency HVAC, drywall, paint, electrical, pex plumbing, custom cut blinds, insulation, etc (everything has been code inspected). The kitchen has everything new with an undermounted sink, quartz top island, and stainless built-in microwave and dishwasher. The upstairs has a bedroom and connected full bath. Also enjoy the mature fruit trees on the large corner lot. Schedule your showing today! Owner is motivated!"
"$131,000 ",3bd,1ba,"1,120 sqft",721 Mark Dr,Oklahoma City,OK,73115,This Oklahoma City home has one story. This home has been virtually staged to illustrate its potential.
"$160,000 ",3bd,2ba,"1,579 sqft",1120 W Peebly Dr,Oklahoma City,OK,73110,"Great home that has three bedrooms, one and a half bathrooms, 2 car garage, and an oversized living room with a fireplace and plenty of storage space. Located close to I-40, Tinker AFB, shopping, restaurants and entertainment."
"$130,000 ",2bd,1ba,968 sqft (on 0.46 acres),4004 E Fairview Dr,Del City,OK,73115,"OPEN HOUSE SUNDAY NOV. 21, 2-4 Remarkably Clean Home just under one half acre in a central location close to downtown OKC. Featuring 2 bedrooms, 3rd flex space perfect for crafts or a study!! The home has a sweet floorplan with lots of natural sunlight, the wood flooring has all been replaced & is a beautiful cherry color that matches the new kitchen cabinets & counter tops. The home also has new vinyl windows perfect for energy efficiency & the new siding all around the home gave this Beauty a Nice Facelift!! Along with all the updates the home has a nice remodeled bathroom. A brand new refrigerator will stay, a new sink & disposal are more of the homes desired features. The Seller will purchase an oven with an accepted offer. Home to be purchased As-Is & the Seller will offer a First American Home Warranty."
"$179,999 ",3bd,3ba,"1,639 sqft",3432 N Glenvalley Dr,Midwest City,OK,73110,Price Reduction! Open House Saturday November 20th from 2 to 4 pm. Come check out this spacious 3 bed 2.5 bath upstairs home with room for the family to grow. The downstairs has vinyl wood flooring. This home is great for entertainment with the two living areas downstairs. One living room could be used as a office or family room. There is a bar in the living area. The galley style kitchen gives great counterspace for holiday dinners. The spacious backyard is perfect for family barbecues and gatherings. Come view this home and make it yours!
"$210,000 ",3bd,2ba,"1,605 sqft",3504 Rolling Ln,Midwest City,OK,73110,"Don't miss out on this completely remodeled and updated classic home in well established neighborhood with lots of character. Custom kitchen with granite counter tops and new appliances, custom bathrooms and storm shelter. New roof and updated vinyl windows. Large bedrooms and a spacious 2 car garage on a corner lot located conveniently to shopping, restaurants, Tinker Air Force Base and approximately 10 minutes from downtown OKC. Schedule your showing today!"
"$144,900 ",3bd,2ba,"1,290 sqft",1225 Live Oak Dr,Midwest City,OK,73110,"Come out and see this charming, well maintained house in Midwest City! This 3 bedroom, 2 bath home has a great traditional floor plan, an open and spacious kitchen, and nicely sized rooms. You will see that the home also has solar panels installed on the roof which has helped cut in the save tremendously on energy bills! In the attic, 18 inches of additional insulation has been added. The kitchen floors are being re-done and installed by the end of November. The property has a storm shelter in the garage floor, a large sunroom leading out to the backyard, and a storage shed! This property is a must see!"
"$170,000 ",4bd,2ba,"1,374 sqft",5941 NW 62nd St,Oklahoma City,OK,73122,"Wonderful home on a large lot in north OKC! Check out the large driveway that can accommodate a boat, Workshop in the spacious backyard & New deck off the kitchen patio. Updates galore to include flooring, roof, a full bath all new tile and a barn door in the master! A must see!!"
"$470,000 ",4bd,3ba,"3,215 sqft",3120 Astoria Blvd,Oklahoma City,OK,73122,"Amazing home in the Windsor Hills Neighborhood. Beautiful remodel and the attention to detail is amazing. Beginning with the beautiful curve appeal and manicured lawn, all new windows, doors, trim, flooring, paint, cabinetry, beautiful Corian counter tops. This home offers 2 spacious living areas, formal dining and breakfast area. A beautiful two sided wood burning fire place. Amazing custom kitchen with top of the line appliance, beautiful cabinetry with lots of counter space and storage. Commercial grade cook top and vent hood, double ovens, built in wine cooling fridge, microwave and ice maker. The full bar is amazing, it includes a cooling fridge and built-in espresso machine. Rustic beams on ceilings give this home a beautiful touch. The master on suite is amazing with high ceilings, his and hers walk-in closets, beautifully updated mater bathroom with separate tub and shower. All other bedrooms are spacious. All fenced backyard includes open and covered patios. A Must see!!"
"$214,200 ",3bd,3ba,"2,140 sqft",5816 Norman Rd,Warr Acres,OK,73122,"What a gem! One lucky Buyer will be getting an amazing property at a great price. Bright, cheery, airy, and elegant! This house has so many special features: 3 living areas, beautiful pedestal jacuzzi in Master Bathroom, bonus room connected to Master bedroom (can be used as an Office or Nursery), 2 fireplaces, Galley kitchen with peekaboo opening to 1st living room, huge flex room (2nd living area) leads to the large patio and raised deck, indoor hot tub, gorgeous backyard with mature trees. Lots of storage to stay organized including attic storage! Open backyard grill for game day parties. This property is in a very private setting for your own quiet paradise. Location convenient to local shopping and quick access to interstate. So unique you MUST SEE FOR YOURSLEF! This home is priced for a quick sale. Visit our Open House on Sunday and bring an Offer! This gorgeous home could be yours!"
"$440,000 ",6bd,4ba,"4,306 sqft (on 0.37 acres)",4925 NW 30th Pl,Oklahoma City,OK,73122,"Be sure to watch the 3D VIRTUAL TOUR! You don't want to miss this home in Meridian Manor in the Putnam City School District! Perfect for entertaining friends & family. This home features 6 beds, 4 baths & all bedrooms are generously sized, two bedrooms are downstairs. Large Great Room upstairs can be divided into 2 bedrooms easily. One of the bedrooms has a ton of built-ins and would make a great office. Two staircases for entry to upstairs. Lots of storage everywhere. Butlers Pantry. Granite in Kitchen. Upstairs utility room. Designated Office w/no closet. Low E vinyl double pane windows throughout and has an attic fan. There are two living areas, one is a living/dining with a ceiling fan & fireplace & the other has a bay window. This house features two master suites. Large back yard features covered patio, beautiful concrete swimming pool, hot tub & lots of room for lawn chairs with beautiful landscaping in front & back. Perfect for Multi-generational living."
"$115,000 ",3bd,1ba,"1,250 sqft",4328 N Circle Dr,Oklahoma City,OK,73122,"Check out this functional cul-de-sac home located in Warr Acres and Putnam City School district! The large kitchen/dining area will accommodate everyone. The tub and shower surround were recently replaced plus the house has newer central heat and air. Architectural shingle roof, vinyl siding and several updated windows. The original oak hardwood floors run throughout the living room, hall and 2 bedrooms. The garage conversion makes a great master bedroom and utility room, with a large building out back for additional storage."
"$167,000 ",3bd,2ba,"1,371 sqft",5909 N College St,Warr Acres,OK,73122,"Don't miss out on this 3 bedroom, 1.5 bath with a flexible floor plan. 2 living areas, one dining or 2 dining areas, 1 large, incredibly cozy living area. This floor plan encompasses a modern feel with rich, historic charm. The Hardwood floors are warm and gives this home a beautiful touch. The highlights include ceramic tile, crown moulding, lighting fixtures, and newly installed Double-Paned Low E windows through the original part of the home. Spacious kitchen graced with granite counter tops, glass back splash & gas stove. The bathrooms have updated ceramic tile decor, vanities, and toilets. Step out into the huge backyard oasis that offers lots of shade. Tree stumps removed from the sides of the home and in the backyard. The kitchen walls, cabinets, bedroom doors, and some trimming have been freshly painted. This home is immaculate and decorated beautifully. It won't last!!!"
"$130,000 ",3bd,1ba,983 sqft,6124 NW 50th St,Oklahoma City,OK,73122,"This cute home offers 3 bedrooms and 1 full bathroom on a large lot! Updates in the last few years include appliances, refinished wood floors , a new AC compressor and bathroom remodel! Great home for first time buyers or investors! Enjoy the convenient central location. Schedule a showing today!"
"$215,900 ",3bd,3ba,"1,967 sqft (on 0.40 acres)",5813 NW 31st St,Oklahoma City,OK,73122,"Great property on just under a 1/2 acre of large mature trees! Home is getting ready for an estate sale therefore only a handful of pictures are available. This is a tri-level home with lots of potential. The main level features the living room, sitting area, kitchen, dining area and a large sun-room with approximately 350 sqft not included. The upper floor has two secondary bedrooms, a full bath with dual vanities and a primary suite with bath. The hall is lined with storage for all your personal needs. The bottom floor has an additional living area that can be used as a office, second living, work out room or game room, a half bath, the laundry area and access to the two car garage. There is a well on the property that is just for the sprinkler system to keep your summer water bills down! PROPERTY IS BEING SOLD ""AS IS"". **There is a roof claim currently in process to be completed before closing."
"$155,000 ",3bd,2ba,"1,254 sqft",6209 NW 34th St,Bethany,OK,73008,"This home a well built home and ready for just a few finishing touches to make all of the renovations complete. THIS BETHANY HOUSE HAS A GREAT DEAL OF POTENTIAL with Seller Offering $10,000 FOR INVESTORS OR SOMEONE WHO WANTS TO PUT THE FINISHING TOUCHES ON ITS RENOVATIONS. Built 1952 and remodeled for the past few years, came to a halt. Living room has hard wood floors and a gas fireplace that will warm the who house, 3 Bedrooms and 2 Full Baths, 1 Car Garage plus Carport. Nice, Quiet Neighborhood! Living Room has hard wood floors, ceiling fan and gas fireplace, Kitchen/Dining with lots of cabinets, counterspace and Electric stove/oven, s/s sink. Inside the house Laundry and large Pantry/Storage area. Wood Flooring throughout, Bathroom with newer beautiful Whirlpool tub, walk-in Closet and shower area (this area needs to be completed) Property being sold in AS-IS condition. Lg fenced backyard with out bldg.. Mineral rights reserved. For your own personal showing call today"
"$114,900 ",2bd,1ba,750 sqft,6301 NW 33rd St,Bethany,OK,73008,"Perfect investor property. New siding, refinished hardwood floors and updated bathroom in 2019. Tenant occupied and leased through July 2022. To be sold ""as is"" This house is perfect for the new or experienced investor. Good cash flow from current lease. This property offered individually or can be packaged with MLS 979995 and 980030"
"$230,000 ",4bd,3ba,"2,562 sqft",4925 NW 18th Ter,Oklahoma City,OK,73127,"Welcome home, this 4 bedroom, 2.5 bathroom home in a well established and sought after quite neighborhood features a large living room with fireplace, spacious bedrooms with step-in closets. The home is great for entertaining. The Roof was replaced in 2016 and the Water heater was installed in 2017. You need to see it!!"
"$198,000 ",3bd,2ba,"2,006 sqft",4607 NW 25th Pl,Oklahoma City,OK,73127,"Be prepared to fall in love with the spacious living room with gas fireplace, built-in shelves with TV nook that flows into the dining area & newer carpet. The kitchen inspires with ample counter space and cabinets as well as pantry and breakfast bar with sunny eating area. The front private patio is accessible from the master suite & the master bath features huge walk-in closet, jetted tub, separate shower, double sinks. Second bedroom has direct access to hall bath. Third bedroom/study has door to deck & small fenced back yard. HOA dues include front and back mowing, sprinkler system watering, exterior trim painting, fence and street maintenance. This small gated community offers peaceful living with cameras at the gate to record activity. There's also a pedestrian gate to the shopping center & Crest grocery store."
"$140,000 ",3bd,2ba,"1,507 sqft",1600 NW Julie Pl,Oklahoma City,OK,73127,"NW Oklahoma City 1/2 plex property with 1 bedroom and full bath upstairs, 2 bedrooms and a full bath downstairs, open living room concept with a high ceiling and a cozy fireplace. This home has a 2 car garage, covered patio and a new hot water heater. The roof coverings were replaced in October of 2021. Schedule your showing today."
"$274,900 ",4bd,3ba,"2,314 sqft (on 0.50 acres)",1501 Sunway,Oklahoma City,OK,73127,"Country Living close to town. Updated, and well taken care of home. Kitchen has dining area, and breakfast nook, Pantry, Granite countertops, 6 burner gas stove, large island and roomy. 2 main bedroom suites, large extra bedrooms, 3 full bathrooms, and Jack n Jill baths. Large living area with fireplace, builtin cabinets and shelves. Extra large lot, covered back patio, 2 storage sheds."
"$239,000 ",3bd,3ba,"2,411 sqft (on 0.26 acres)",7532 NW 11th St,Oklahoma City,OK,73127,"Welcome to this gorgeous, spacious home with mature trees, in a quite cul-de-sac, that is close to everything. This 3 bedroom, 3 full baths home has a roomy layout and has had many updates you must see. You'll love the color scheme throughout, especially the renovated kitchen with accent rock wall. The master bedroom has gorgeous Pergo wood flooring, open vanity concept and private toilet/shower space. Secondary bedrooms each have wood/bamboo flooring (one has a secret closet space). Escape to the separate bonus space that includes a wet bar and lots of room to entertain. At the end of the day, enjoy the large backyard with cozy patio, fire pit and privacy. Hurry and schedule your showing today!"
"$179,500 ",3bd,2ba,"1,733 sqft (on 0.31 acres)",2008 N Ann Arbor Pl,Oklahoma City,OK,73127,
"$185,000 ",3bd,2ba,"1,118 sqft (on 0.36 acres)",808 N Gardner Ave,Oklahoma City,OK,73127,"BEAUTIFUL WOODED AREA ! MAKES YOU FEEL LIKE YOU ARE LIVING IN THE COUNTRY WITH ALL THE CITY BENEFITS. TOTALLY REMODELED HOME 3 BEDS, 2 BATHS AND ONE CAR GARAGE ON A 1/3 OF AN ACRE OF LAND. NEW KITCHEN CABINETS WITH GRANITE COUNTERTOPS, OPEN FLOOR PLAN , NEW HEAT AND AIR, NEW HOT WATER TANK AND NEW PLUMBING. ROOF IS ABOUT 5 YEARS OLD. BUYER TO VERIFY SQUARE FOOTAGE, ACREAGE AND SCHOOLS."
"$165,000 ",4bd,2ba,"1,397 sqft",7617 NW 8th St,Oklahoma City,OK,73127,"This lovely house sits in a quiet neighborhood and has new paint inside and out as well as a new sink, tile, new stove and drawer pulls in the kitchen. Wood laminate has been used in most of the house and new carpet as been installed in the bedroom off the kitchen. There is a mudroom that could be used as a bedroom. The washer/dryer are staying with the house. New blinds have been installed. All staging items are reserved. Sellers prefer to close at Stewart Title Classen Curve with Bo Griffey. EM to be 1% Sellers have enlarged the driveway to accommodate 2 cars. Adding a dishwasher is a possibility."
"$500,000 ",3bd,3ba,"2,198 sqft (on 0.74 acres)",1001 N Macarthur Blvd,Oklahoma City,OK,73127,"Investors Special - NW OKC - HUGE COMMERCIAL with 2 RESIDENTIAL OPPORTUNITIES ALL ON 5 ACRES IN NW OKC. Very high traffic counts! Cross-listed with MLS #931854. 5acres-Property is on SW corner of NW 10th and MacArthur. Goes south on 4 lots which make up the 5 acres mol. Property to be sold with the 3 other parcels of land (2 vacant lots, 2 homes on lots for a total of $500k with 5 acres total mol). All property to be sold ""As is, where is."" See the 4 continuous attached tax parcels to be sold together: 1=(R148010060) 5900 NW 10th (residential 4.61 acres), 2=(R148010065) House 1001 N MacArthur (residential .74 acres), 3=(R148010080) House 951 N MacArthur (residential .85 acres), 4=(R148010110) NW 10th St (residential .50 acre). Residences are currently OCCUPIED."
"$249,000 ",3bd,2ba,"1,614 sqft",7525 NW 11th St,Oklahoma City,OK,73127,
"$159,900 ",3bd,3ba,"1,994 sqft (on 0.45 acres)",Address Not Disclosed,Oklahoma City,OK,73130,
"$282,741 ",3bd,2ba,"1,806 sqft",2407 Cattail Ter,Oklahoma City,OK,73130,"Incredible value, packed with included features. Plan ahead and reserve this home today, ask about current phase of construction and estimated completion date. This spacious three-bedroom, two-bathroom floor plan features an open concept you will love. The living room has a cozy fireplace and plenty of room for entertaining guests. The kitchen is a chef’s paradise featuring gorgeous custom wood cabinets, stainless-steel appliance and a large island that gives you extra counter space! In addition to these amazing features, this floor plan also comes with two sliding barn doors that lead to the large family room! The utility room features extra built-in shelves for additional storage. The primary bedroom is enormous, and the primary bathroom is very relaxing with a door-less walk-in shower, a two-sink vanity and a garden tub."
"$278,956 ",3bd,2ba,"1,806 sqft",10477 Turtle Back Dr,Oklahoma City,OK,73130,"Plan ahead and reserve this home today, ask about the current phase of construction. Amazing location near Tinker AFB, prime location to all of the OKC Metro, and in a desirable school district. This spacious three-bedroom, two-bathroom floor plan features an open concept you will love. The living room has a cozy fireplace and plenty of room for entertaining guests. The kitchen is a chef’s paradise featuring gorgeous custom wood cabinets, stainless-steel appliance and a large island that gives you extra counter space! In addition to these amazing features, this floor plan also comes with two sliding barn doors that lead to the large family room! The utility room features extra built-in shelves for additional storage. The primary bedroom is enormous, and the primary bathroom is very relaxing with a door-less walk-in shower, a two-sink vanity and a garden tub."
